PACKET INFORMATION OF spot_5
Report Taken on : 03/May/18 09:46:05
From: 02/May/18  08:00:00
To: 03/May/18  08:00:00 
SlNo     PKT.TYPE         PACKET                                                                                                            YEAR     LTIME         DATE&TIME                   SEQNO     
99       DUMMY60          A0 E6 00 05 2A B0 A8 36 22 3F 00 60 00 19 06 63 00 00 00 00 00 00 E7 56                                           2018     674636351     05/03/2018 00:06:32:984     10928     
100      DUMMY60          E7 56 00 05 2A B1 A8 36 2E FF 00 60 00 01 06 60 00 00 00 00 00 00 DD 60                                           2018     674639615     05/03/2018 00:07:23:984     10929     
101      TIMEPACKET       DD 60 00 05 2A B2 A8 36 3D FF 00 05 00 00 00 00 00 00 00 00 00 00 15 B9                                           2018     674643455     05/03/2018 00:08:23:984     10930     
102      DUMMY60          15 B9 00 05 2A B3 A8 36 40 3F 00 60 00 02 06 61 00 00 00 00 00 00 55 CE                                           2018     674644031     05/03/2018 00:08:32:984     10931     
103      DUMMY60          55 CE 00 05 2A B4 A8 36 40 3F 00 60 00 03 06 61 00 00 00 00 00 00 88 99                                           2018     674644031     05/03/2018 00:08:32:984     10932     
104      DUMMY60          88 99 00 05 2A B5 A8 36 40 3F 00 60 00 04 06 61 00 00 00 00 00 00 F3 58                                           2018     674644031     05/03/2018 00:08:32:984     10933     
105      DUMMY60          F3 58 00 05 2A B6 A8 36 40 3F 00 60 00 05 06 61 00 00 00 00 00 00 3B 4B                                           2018     674644031     05/03/2018 00:08:32:984     10934     
106      DUMMY60          3B 4B 00 05 2A B7 A8 36 40 3F 00 60 00 06 06 61 00 00 00 00 00 00 D7 77                                           2018     674644031     05/03/2018 00:08:32:984     10935     
107      DUMMY60          D7 77 00 05 2A B8 A8 36 40 3F 00 60 00 07 06 61 00 00 00 00 00 00 1E D1                                           2018     674644031     05/03/2018 00:08:32:984     10936     
108      DUMMY60          1E D1 00 05 2A B9 A8 36 40 3F 00 60 00 08 06 61 00 00 00 00 00 00 2D F2                                           2018     674644031     05/03/2018 00:08:32:984     10937     
109      DUMMY60          2D F2 00 05 2A BA A8 36 40 3F 00 60 00 09 06 61 00 00 00 00 00 00 F5 F4                                           2018     674644031     05/03/2018 00:08:32:984     10938     
110      DUMMY60          F5 F4 00 05 2A BB A8 36 40 3F 00 60 00 0A 06 61 00 00 00 00 00 00 98 0E                                           2018     674644031     05/03/2018 00:08:32:984     10939     
111      DUMMY60          98 0E 00 05 2A BC A8 36 40 3F 00 60 00 0B 06 61 00 00 00 00 00 00 F0 19                                           2018     674644031     05/03/2018 00:08:32:984     10940     
112      DUMMY60          F0 19 00 05 2A BD A8 36 40 3F 00 60 00 0C 06 61 00 00 00 00 00 00 37 49                                           2018     674644031     05/03/2018 00:08:32:984     10941     
113      DUMMY60          37 49 00 05 2A BE A8 36 40 3F 00 60 00 0D 06 61 00 00 00 00 00 00 06 11                                           2018     674644031     05/03/2018 00:08:32:984     10942     
114      DUMMY60          06 11 00 05 2A BF A8 36 40 3F 00 60 00 0E 06 61 00 00 00 00 00 00 DB 49                                           2018     674644031     05/03/2018 00:08:32:984     10943     
115      DUMMY60          DB 49 00 05 2A C0 A8 36 40 3F 00 60 00 0F 06 61 00 00 00 00 00 00 83 AD                                           2018     674644031     05/03/2018 00:08:32:984     10944     
116      DUMMY60          83 AD 00 05 2A C1 A8 36 40 3F 00 60 00 10 06 61 00 00 00 00 00 00 29 C0                                           2018     674644031     05/03/2018 00:08:32:984     10945     
117      DUMMY60          29 C0 00 05 2A C2 A8 36 40 3F 00 60 00 11 06 61 00 00 00 00 00 00 CD 18                                           2018     674644031     05/03/2018 00:08:32:984     10946     
118      DUMMY60          CD 18 00 05 2A C3 A8 36 40 3F 00 60 00 12 06 61 00 00 00 00 00 00 3E BC                                           2018     674644031     05/03/2018 00:08:32:984     10947     
119      DUMMY60          3E BC 00 05 2A C4 A8 36 40 3F 00 60 00 13 06 61 00 00 00 00 00 00 F5 91                                           2018     674644031     05/03/2018 00:08:32:984     10948     
120      DUMMY60          F5 91 00 05 2A C5 A8 36 40 3F 00 60 00 14 06 61 00 00 00 00 00 00 A3 5C                                           2018     674644031     05/03/2018 00:08:32:984     10949     
121      DUMMY60          A3 5C 00 05 2A C6 A8 36 40 3F 00 60 00 15 06 61 00 00 00 00 00 00 3D 15                                           2018     674644031     05/03/2018 00:08:32:984     10950     
122      DUMMY60          3D 15 00 05 2A C7 A8 36 40 3F 00 60 00 16 06 61 00 00 00 00 00 00 24 C4                                           2018     674644031     05/03/2018 00:08:32:984     10951     
123      DUMMY60          24 C4 00 05 2A C8 A8 36 40 3F 00 60 00 17 06 61 00 00 00 00 00 00 C2 C5                                           2018     674644031     05/03/2018 00:08:32:984     10952     
124      DUMMY60          C2 C5 00 05 2A C9 A8 36 40 3F 00 60 00 18 06 61 00 00 00 00 00 00 E6 16                                           2018     674644031     05/03/2018 00:08:32:984     10953     
125      DUMMY60          E6 16 00 05 2A CA A8 36 40 3F 00 60 00 19 06 61 00 00 00 00 00 00 3C 93                                           2018     674644031     05/03/2018 00:08:32:984     10954     
126      DUMMY60          3C 93 00 05 2A CB A8 36 4C FF 00 60 00 01 06 62 00 00 00 00 00 00 A4 77                                           2018     674647295     05/03/2018 00:09:23:984     10955     
127      TIMEPACKET       A4 77 00 05 2A CC A8 36 5B FF 00 05 00 00 00 00 00 00 00 00 00 00 A1 72                                           2018     674651135     05/03/2018 00:10:23:984     10956     
128      DUMMY60          A1 72 00 05 2A CD A8 36 5E 3F 00 60 00 02 06 63 00 00 00 00 00 00 EA 65                                           2018     674651711     05/03/2018 00:10:32:984     10957     
129      DUMMY60          EA 65 00 05 2A CE A8 36 5E 3F 00 60 00 03 06 63 00 00 00 00 00 00 8A BC                                           2018     674651711     05/03/2018 00:10:32:984     10958     
130      DUMMY60          8A BC 00 05 2A CF A8 36 5E 3F 00 60 00 04 06 63 00 00 00 00 00 00 2D D5                                           2018     674651711     05/03/2018 00:10:32:984     10959     
131      DUMMY60          2D D5 00 05 2A D0 A8 36 5E 3F 00 60 00 05 06 63 00 00 00 00 00 00 E0 15                                           2018     674651711     05/03/2018 00:10:32:984     10960     
132      DUMMY60          E0 15 00 05 2A D1 A8 36 5E 3F 00 60 00 06 06 63 00 00 00 00 00 00 0B DC                                           2018     674651711     05/03/2018 00:10:32:984     10961     
133      DUMMY60          0B DC 00 05 2A D2 A8 36 5E 3F 00 60 00 07 06 63 00 00 00 00 00 00 0B 6A                                           2018     674651711     05/03/2018 00:10:32:984     10962     
134      DUMMY60          0B 6A 00 05 2A D3 A8 36 5E 3F 00 60 00 08 06 63 00 00 00 00 00 00 EA 30                                           2018     674651711     05/03/2018 00:10:32:984     10963     
135      DUMMY60          EA 30 00 05 2A D4 A8 36 5E 3F 00 60 00 09 06 63 00 00 00 00 00 00 FA 07                                           2018     674651711     05/03/2018 00:10:32:984     10964     
136      DUMMY60          FA 07 00 05 2A D5 A8 36 5E 3F 00 60 00 0A 06 63 00 00 00 00 00 00 F0 11                                           2018     674651711     05/03/2018 00:10:32:984     10965     
137      DUMMY60          F0 11 00 05 2A D6 A8 36 5E 3F 00 60 00 0B 06 63 00 00 00 00 00 00 FD BC                                           2018     674651711     05/03/2018 00:10:32:984     10966     
138      DUMMY60          FD BC 00 05 2A D7 A8 36 5E 3F 00 60 00 0C 06 63 00 00 00 00 00 00 8E A3                                           2018     674651711     05/03/2018 00:10:32:984     10967     
139      DUMMY60          8E A3 00 05 2A D8 A8 36 5E 3F 00 60 00 0D 06 63 00 00 00 00 00 00 6C DC                                           2018     674651711     05/03/2018 00:10:32:984     10968     
140      DUMMY60          6C DC 00 05 2A D9 A8 36 5E 3F 00 60 00 0E 06 63 00 00 00 00 00 00 D1 5E                                           2018     674651711     05/03/2018 00:10:32:984     10969     
141      DUMMY60          D1 5E 00 05 2A DA A8 36 5E 3F 00 60 00 0F 06 63 00 00 00 00 00 00 7F 3E                                           2018     674651711     05/03/2018 00:10:32:984     10970     
142      DUMMY60          7F 3E 00 05 2A DB A8 36 5E 3F 00 60 00 10 06 63 00 00 00 00 00 00 40 D1                                           2018     674651711     05/03/2018 00:10:32:984     10971     
143      DUMMY60          40 D1 00 05 2A DC A8 36 5E 3F 00 60 00 11 06 63 00 00 00 00 00 00 A7 EA                                           2018     674651711     05/03/2018 00:10:32:984     10972     
144      DUMMY60          A7 EA 00 05 2A DD A8 36 5E 3F 00 60 00 12 06 63 00 00 00 00 00 00 AC 3C                                           2018     674651711     05/03/2018 00:10:32:984     10973     
145      DUMMY60          AC 3C 00 05 2A DE A8 36 5E 3F 00 60 00 13 06 63 00 00 00 00 00 00 E1 D3                                           2018     674651711     05/03/2018 00:10:32:984     10974     
146      DUMMY60          E1 D3 00 05 2A DF A8 36 5E 3F 00 60 00 14 06 63 00 00 00 00 00 00 E7 2D                                           2018     674651711     05/03/2018 00:10:32:984     10975     
147      DUMMY60          E7 2D 00 05 2A E0 A8 36 5E 3F 00 60 00 15 06 63 00 00 00 00 00 00 1A AE                                           2018     674651711     05/03/2018 00:10:32:984     10976     
148      DUMMY60          1A AE 00 05 2A E1 A8 36 5E 3F 00 60 00 16 06 63 00 00 00 00 00 00 53 C1                                           2018     674651711     05/03/2018 00:10:32:984     10977     
149      DUMMY60          53 C1 00 05 2A E2 A8 36 5E 3F 00 60 00 17 06 63 00 00 00 00 00 00 BF DE                                           2018     674651711     05/03/2018 00:10:32:984     10978     
