PACKET INFORMATION OF SPOT_8
Report Taken on : 28/Apr/18 10:22:10
From: 28/Apr/18  00:00:00
To: 28/Apr/18  23:59:59 
SlNo     PKT.TYPE         PACKET                                                                                                            YEAR     LTIME         DATE&TIME                   SEQNO     
66       DUMMY60          AE 21 00 08 31 AA A6 B1 EB 7F 00 60 00 11 0F 88 00 00 00 00 00 00 34 8D                                           2018     649194367     04/28/2018 09:41:01:984     12714     
67       DUMMY60          34 8D 00 08 31 AB A6 B1 EB 7F 00 60 00 12 0F 88 00 00 00 00 00 00 18 71                                           2018     649194367     04/28/2018 09:41:01:984     12715     
68       DUMMY60          18 71 00 08 31 AC A6 B1 EB 7F 00 60 00 13 0F 88 00 00 00 00 00 00 14 92                                           2018     649194367     04/28/2018 09:41:01:984     12716     
69       DUMMY60          14 92 00 08 31 AD A6 B1 EB 7F 00 60 00 14 0F 88 00 00 00 00 00 00 02 23                                           2018     649194367     04/28/2018 09:41:01:984     12717     
70       DUMMY60          02 23 00 08 31 AE A6 B1 EB 7F 00 60 00 15 0F 88 00 00 00 00 00 00 79 FD                                           2018     649194367     04/28/2018 09:41:01:984     12718     
71       DUMMY60          79 FD 00 08 31 AF A6 B1 EB 7F 00 60 00 16 0F 88 00 00 00 00 00 00 1E 76                                           2018     649194367     04/28/2018 09:41:01:984     12719     
72       DUMMY60          1E 76 00 08 31 B0 A6 B1 EB 7F 00 60 00 17 0F 88 00 00 00 00 00 00 27 95                                           2018     649194367     04/28/2018 09:41:01:984     12720     
73       DUMMY60          27 95 00 08 31 B1 A6 B1 EB 7F 00 60 00 18 0F 88 00 00 00 00 00 00 05 A9                                           2018     649194367     04/28/2018 09:41:01:984     12721     
74       DUMMY60          05 A9 00 08 31 B2 A6 B1 EB 7F 00 60 00 19 0F 88 00 00 00 00 00 00 45 0A                                           2018     649194367     04/28/2018 09:41:01:984     12722     
75       DUMMY60          45 0A 00 08 31 B3 A6 B1 F0 BF 00 60 00 08 0F 8D 00 00 00 00 00 00 5B EB                                           2018     649195711     04/28/2018 09:41:22:984     12723     
76       DUMMY60          5B EB 00 08 31 B4 A6 B1 FE 7F 00 60 00 01 0F 88 00 00 00 00 00 00 F7 81                                           2018     649199231     04/28/2018 09:42:17:984     12724     
77       HOURPACKET       F7 81 00 08 31 B5 A6 B1 FF FF 00 06 00 00 00 00 00 00 00 00 00 00 77 E0                                           2018     649199615     04/28/2018 09:42:23:984     12725     
78       DUMMY60          77 E0 00 08 31 B6 A6 B2 09 7F 00 60 00 02 0F 8B 00 00 00 00 00 00 A5 5B                                           2018     649202047     04/28/2018 09:43:01:984     12726     
79       DUMMY60          A5 5B 00 08 31 B7 A6 B2 09 7F 00 60 00 03 0F 8B 00 00 00 00 00 00 43 74                                           2018     649202047     04/28/2018 09:43:01:984     12727     
