PACKET INFORMATION OF Spot_2
Report Taken on : 30/Apr/18 10:10:51
From: 29/Apr/18  00:00:00
To: 29/Apr/18  23:59:59 
SlNo      PKT.TYPE         PACKET                                                                                                            YEAR     LTIME         DATE&TIME                   SEQNO     
56        DUMMY60          29 88 00 02 1D 9C A6 E4 7F 7F 00 60 00 05 06 44 00 00 00 00 00 00 B9 18                                           2018     652509055     04/29/2018 00:04:13:984     7580      
57        DUMMY60          B9 18 00 02 1D 9D A6 E4 7F 7F 00 60 00 07 06 44 00 00 00 00 00 00 D0 6F                                           2018     652509055     04/29/2018 00:04:13:984     7581      
58        DUMMY60          D0 6F 00 02 1D 9E A6 E4 7F 7F 00 60 00 08 06 44 00 00 00 00 00 00 64 11                                           2018     652509055     04/29/2018 00:04:13:984     7582      
59        DUMMY60          64 11 00 02 1D 9F A6 E4 7F 7F 00 60 00 09 06 44 00 00 00 00 00 00 DE EF                                           2018     652509055     04/29/2018 00:04:13:984     7583      
60        DUMMY60          DE EF 00 02 1D A0 A6 E4 7F 7F 00 60 00 0A 06 44 00 00 00 00 00 00 71 97                                           2018     652509055     04/29/2018 00:04:13:984     7584      
61        DUMMY60          71 97 00 02 1D A1 A6 E4 7F 7F 00 60 00 0B 06 44 00 00 00 00 00 00 42 92                                           2018     652509055     04/29/2018 00:04:13:984     7585      
62        DUMMY60          42 92 00 02 1D A2 A6 E4 7F 7F 00 60 00 0C 06 44 00 00 00 00 00 00 11 D1                                           2018     652509055     04/29/2018 00:04:13:984     7586      
63        DUMMY60          11 D1 00 02 1D A3 A6 E4 7F 7F 00 60 00 0D 06 44 00 00 00 00 00 00 41 29                                           2018     652509055     04/29/2018 00:04:13:984     7587      
64        DUMMY60          41 29 00 02 1D A4 A6 E4 7F 7F 00 60 00 0E 06 44 00 00 00 00 00 00 17 45                                           2018     652509055     04/29/2018 00:04:13:984     7588      
65        DUMMY60          17 45 00 02 1D A5 A6 E4 7F 7F 00 60 00 0F 06 44 00 00 00 00 00 00 46 69                                           2018     652509055     04/29/2018 00:04:13:984     7589      
66        DUMMY60          46 69 00 02 1D A6 A6 E4 7F 7F 00 60 00 10 06 44 00 00 00 00 00 00 1C 57                                           2018     652509055     04/29/2018 00:04:13:984     7590      
67        DUMMY60          1C 57 00 02 1D A7 A6 E4 7F 7F 00 60 00 11 06 44 00 00 00 00 00 00 9A EF                                           2018     652509055     04/29/2018 00:04:13:984     7591      
68        DUMMY60          9A EF 00 02 1D A8 A6 E4 7F 7F 00 60 00 12 06 44 00 00 00 00 00 00 FE 9D                                           2018     652509055     04/29/2018 00:04:13:984     7592      
69        DUMMY60          FE 9D 00 02 1D A9 A6 E4 7F 7F 00 60 00 13 06 44 00 00 00 00 00 00 3E 27                                           2018     652509055     04/29/2018 00:04:13:984     7593      
70        DUMMY60          3E 27 00 02 1D AA A6 E4 7F 7F 00 60 00 14 06 44 00 00 00 00 00 00 10 44                                           2018     652509055     04/29/2018 00:04:13:984     7594      
71        DUMMY60          10 44 00 02 1D AB A6 E4 7F 7F 00 60 00 15 06 44 00 00 00 00 00 00 DB 8C                                           2018     652509055     04/29/2018 00:04:13:984     7595      
72        DUMMY60          DB 8C 00 02 1D AC A6 E4 7F 7F 00 60 00 16 06 44 00 00 00 00 00 00 E1 8E                                           2018     652509055     04/29/2018 00:04:13:984     7596      
73        DUMMY60          E1 8E 00 02 1D AD A6 E4 7F 7F 00 60 00 17 06 44 00 00 00 00 00 00 F3 7A                                           2018     652509055     04/29/2018 00:04:13:984     7597      
74        DUMMY60          F3 7A 00 02 1D AE A6 E4 7F 7F 00 60 00 18 06 44 00 00 00 00 00 00 F5 A9                                           2018     652509055     04/29/2018 00:04:13:984     7598      
75        DUMMY60          F5 A9 00 02 1D AF A6 E4 7F 7F 00 60 00 19 06 44 00 00 00 00 00 00 BF F5                                           2018     652509055     04/29/2018 00:04:13:984     7599      
76        DUMMY60          BF F5 00 02 1D B0 A6 E4 83 7F 00 60 00 06 06 46 00 02 00 00 00 00 E7 88                                           2018     652510079     04/29/2018 00:04:29:984     7600      
77        DUMMY60          E7 88 00 02 1D B1 A6 E4 89 BF 00 60 00 01 06 45 00 00 00 00 00 00 FB 9D                                           2018     652511679     04/29/2018 00:04:54:984     7601      
78        TIMEPACKET       FB 9D 00 02 1D B2 A6 E4 98 BF 00 05 00 00 00 00 00 00 00 00 00 00 A7 0B                                           2018     652515519     04/29/2018 00:05:54:984     7602      
79        DUMMY60          A7 0B 00 02 1D B3 A6 E4 9D 7F 00 60 00 02 06 44 00 00 00 00 00 00 16 D3                                           2018     652516735     04/29/2018 00:06:13:984     7603      
80        DUMMY60          16 D3 00 02 1D B4 A6 E4 9D 7F 00 60 00 03 06 44 00 00 00 00 00 00 E3 D9                                           2018     652516735     04/29/2018 00:06:13:984     7604      
81        DUMMY60          E3 D9 00 02 1D B5 A6 E4 9D 7F 00 60 00 04 06 44 00 00 00 00 00 00 44 96                                           2018     652516735     04/29/2018 00:06:13:984     7605      
82        DUMMY60          44 96 00 02 1D B6 A6 E4 9D 7F 00 60 00 05 06 44 00 00 00 00 00 00 82 02                                           2018     652516735     04/29/2018 00:06:13:984     7606      
83        DUMMY60          82 02 00 02 1D B7 A6 E4 9D 7F 00 60 00 07 06 44 00 00 00 00 00 00 98 23                                           2018     652516735     04/29/2018 00:06:13:984     7607      
84        DUMMY60          98 23 00 02 1D B8 A6 E4 9D 7F 00 60 00 08 06 44 00 00 00 00 00 00 15 D1                                           2018     652516735     04/29/2018 00:06:13:984     7608      
85        DUMMY60          15 D1 00 02 1D B9 A6 E4 9D 7F 00 60 00 09 06 44 00 00 00 00 00 00 D5 9E                                           2018     652516735     04/29/2018 00:06:13:984     7609      
86        DUMMY60          D5 9E 00 02 1D BA A6 E4 9D 7F 00 60 00 0A 06 44 00 00 00 00 00 00 7B B3                                           2018     652516735     04/29/2018 00:06:13:984     7610      
87        DUMMY60          7B B3 00 02 1D BB A6 E4 9D 7F 00 60 00 0B 06 44 00 00 00 00 00 00 02 98                                           2018     652516735     04/29/2018 00:06:13:984     7611      
88        DUMMY60          02 98 00 02 1D BC A6 E4 9D 7F 00 60 00 0C 06 44 00 00 00 00 00 00 5C A1                                           2018     652516735     04/29/2018 00:06:13:984     7612      
89        DUMMY60          5C A1 00 02 1D BD A6 E4 9D 7F 00 60 00 0D 06 44 00 00 00 00 00 00 74 D8                                           2018     652516735     04/29/2018 00:06:13:984     7613      
90        DUMMY60          74 D8 00 02 1D BE A6 E4 9D 7F 00 60 00 0E 06 44 00 00 00 00 00 00 DE 34                                           2018     652516735     04/29/2018 00:06:13:984     7614      
91        DUMMY60          DE 34 00 02 1D BF A6 E4 9D 7F 00 60 00 0F 06 44 00 00 00 00 00 00 F8 32                                           2018     652516735     04/29/2018 00:06:13:984     7615      
92        DUMMY60          F8 32 00 02 1D C0 A6 E4 9D 7F 00 60 00 10 06 44 00 00 00 00 00 00 56 0B                                           2018     652516735     04/29/2018 00:06:13:984     7616      
93        DUMMY60          56 0B 00 02 1D C1 A6 E4 9D 7F 00 60 00 11 06 44 00 00 00 00 00 00 C6 56                                           2018     652516735     04/29/2018 00:06:13:984     7617      
94        DUMMY60          C6 56 00 02 1D C2 A6 E4 9D 7F 00 60 00 12 06 44 00 00 00 00 00 00 35 67                                           2018     652516735     04/29/2018 00:06:13:984     7618      
95        DUMMY60          35 67 00 02 1D C3 A6 E4 9D 7F 00 60 00 13 06 44 00 00 00 00 00 00 96 6A                                           2018     652516735     04/29/2018 00:06:13:984     7619      
96        DUMMY60          96 6A 00 02 1D C4 A6 E4 9D 7F 00 60 00 14 06 44 00 00 00 00 00 00 4E 04                                           2018     652516735     04/29/2018 00:06:13:984     7620      
97        DUMMY60          4E 04 00 02 1D C5 A6 E4 9D 7F 00 60 00 15 06 44 00 00 00 00 00 00 3C 22                                           2018     652516735     04/29/2018 00:06:13:984     7621      
98        DUMMY60          3C 22 00 02 1D C6 A6 E4 9D 7F 00 60 00 16 06 44 00 00 00 00 00 00 28 8C                                           2018     652516735     04/29/2018 00:06:13:984     7622      
99        DUMMY60          28 8C 00 02 1D C7 A6 E4 9D 7F 00 60 00 17 06 44 00 00 00 00 00 00 E1 1D                                           2018     652516735     04/29/2018 00:06:13:984     7623      
100       DUMMY60          E1 1D 00 02 1D C8 A6 E4 9D 7F 00 60 00 18 06 44 00 00 00 00 00 00 BD 94                                           2018     652516735     04/29/2018 00:06:13:984     7624      
101       DUMMY60          BD 94 00 02 1D C9 A6 E4 9D 7F 00 60 00 19 06 44 00 00 00 00 00 00 FB C7                                           2018     652516735     04/29/2018 00:06:13:984     7625      
102       DUMMY60          FB C7 00 02 1D CA A6 E4 A1 7F 00 60 00 06 06 42 00 02 00 00 00 00 FB 30                                           2018     652517759     04/29/2018 00:06:29:984     7626      
103       DUMMY60          FB 30 00 02 1D CB A6 E4 A7 BF 00 60 00 01 06 44 00 00 00 00 00 00 FC A4                                           2018     652519359     04/29/2018 00:06:54:984     7627      
104       TIMEPACKET       FC A4 00 02 1D CC A6 E4 B6 BF 00 05 00 00 00 00 00 00 00 00 00 00 ED 4C                                           2018     652523199     04/29/2018 00:07:54:984     7628      
105       DUMMY60          ED 4C 00 02 1D CD A6 E4 BB 7F 00 60 00 02 06 43 00 00 00 00 00 00 64 DB                                           2018     652524415     04/29/2018 00:08:13:984     7629      
106       DUMMY60          64 DB 00 02 1D CE A6 E4 BB 7F 00 60 00 03 06 43 00 00 00 00 00 00 86 91                                           2018     652524415     04/29/2018 00:08:13:984     7630      
107       DUMMY60          86 91 00 02 1D CF A6 E4 BB 7F 00 60 00 04 06 43 00 00 00 00 00 00 96 C7                                           2018     652524415     04/29/2018 00:08:13:984     7631      
108       DUMMY60          96 C7 00 02 1D D0 A6 E4 BB 7F 00 60 00 05 06 43 00 00 00 00 00 00 62 D0                                           2018     652524415     04/29/2018 00:08:13:984     7632      
109       DUMMY60          62 D0 00 02 1D D1 A6 E4 BB 7F 00 60 00 07 06 43 00 00 00 00 00 00 2C 7D                                           2018     652524415     04/29/2018 00:08:13:984     7633      
110       DUMMY60          2C 7D 00 02 1D D2 A6 E4 BB 7F 00 60 00 08 06 43 00 00 00 00 00 00 34 6B                                           2018     652524415     04/29/2018 00:08:13:984     7634      
111       DUMMY60          34 6B 00 02 1D D3 A6 E4 BB 7F 00 60 00 09 06 43 00 00 00 00 00 00 7E F4                                           2018     652524415     04/29/2018 00:08:13:984     7635      
112       DUMMY60          7E F4 00 02 1D D4 A6 E4 BB 7F 00 60 00 0A 06 43 00 00 00 00 00 00 0F 80                                           2018     652524415     04/29/2018 00:08:13:984     7636      
113       DUMMY60          0F 80 00 02 1D D5 A6 E4 BB 7F 00 60 00 0B 06 43 00 00 00 00 00 00 64 93                                           2018     652524415     04/29/2018 00:08:13:984     7637      
114       DUMMY60          64 93 00 02 1D D6 A6 E4 BB 7F 00 60 00 0C 06 43 00 00 00 00 00 00 53 D4                                           2018     652524415     04/29/2018 00:08:13:984     7638      
115       DUMMY60          53 D4 00 02 1D D7 A6 E4 BB 7F 00 60 00 0D 06 43 00 00 00 00 00 00 7C 21                                           2018     652524415     04/29/2018 00:08:13:984     7639      
116       DUMMY60          7C 21 00 02 1D D8 A6 E4 BB 7F 00 60 00 0E 06 43 00 00 00 00 00 00 9D 5D                                           2018     652524415     04/29/2018 00:08:13:984     7640      
117       DUMMY60          9D 5D 00 02 1D D9 A6 E4 BB 7F 00 60 00 0F 06 43 00 00 00 00 00 00 3E EB                                           2018     652524415     04/29/2018 00:08:13:984     7641      
118       DUMMY60          3E EB 00 02 1D DA A6 E4 BB 7F 00 60 00 10 06 43 00 00 00 00 00 00 CB DB                                           2018     652524415     04/29/2018 00:08:13:984     7642      
119       DUMMY60          CB DB 00 02 1D DB A6 E4 BB 7F 00 60 00 11 06 43 00 00 00 00 00 00 C1 D1                                           2018     652524415     04/29/2018 00:08:13:984     7643      
120       DUMMY60          C1 D1 00 02 1D DC A6 E4 BB 7F 00 60 00 12 06 43 00 00 00 00 00 00 6F 93                                           2018     652524415     04/29/2018 00:08:13:984     7644      
121       DUMMY60          6F 93 00 02 1D DD A6 E4 BB 7F 00 60 00 13 06 43 00 00 00 00 00 00 C6 83                                           2018     652524415     04/29/2018 00:08:13:984     7645      
122       DUMMY60          C6 83 00 02 1D DE A6 E4 BB 7F 00 60 00 14 06 43 00 00 00 00 00 00 2B 80                                           2018     652524415     04/29/2018 00:08:13:984     7646      
123       DUMMY60          2B 80 00 02 1D DF A6 E4 BB 7F 00 60 00 15 06 43 00 00 00 00 00 00 2F 22                                           2018     652524415     04/29/2018 00:08:13:984     7647      
124       DUMMY60          2F 22 00 02 1D E0 A6 E4 BB 7F 00 60 00 16 06 43 00 00 00 00 00 00 F2 00                                           2018     652524415     04/29/2018 00:08:13:984     7648      
125       DUMMY60          F2 00 00 02 1D E1 A6 E4 BB 7F 00 60 00 17 06 43 00 00 00 00 00 00 F9 04                                           2018     652524415     04/29/2018 00:08:13:984     7649      
126       DUMMY60          F9 04 00 02 1D E2 A6 E4 BB 7F 00 60 00 18 06 43 00 00 00 00 00 00 DF 06                                           2018     652524415     04/29/2018 00:08:13:984     7650      
127       DUMMY60          DF 06 00 02 1D E3 A6 E4 BB 7F 00 60 00 19 06 43 00 00 00 00 00 00 89 56                                           2018     652524415     04/29/2018 00:08:13:984     7651      
128       DUMMY60          89 56 00 02 1D E4 A6 E4 BF 7F 00 60 00 06 06 43 00 02 00 00 00 00 08 22                                           2018     652525439     04/29/2018 00:08:29:984     7652      
129       DUMMY60          08 22 00 02 1D E5 A6 E4 C5 BF 00 60 00 01 06 45 00 00 00 00 00 00 E6 65                                           2018     652527039     04/29/2018 00:08:54:984     7653      
130       TIMEPACKET       E6 65 00 02 1D E6 A6 E4 D4 BF 00 05 00 00 00 00 00 00 00 00 00 00 F7 11                                           2018     652530879     04/29/2018 00:09:54:984     7654      
131       DUMMY60          F7 11 00 02 1D E7 A6 E4 D9 7F 00 60 00 02 06 43 00 00 00 00 00 00 6E 6A                                           2018     652532095     04/29/2018 00:10:13:984     7655      
132       DUMMY60          6E 6A 00 02 1D E8 A6 E4 D9 7F 00 60 00 03 06 43 00 00 00 00 00 00 7D 12                                           2018     652532095     04/29/2018 00:10:13:984     7656      
133       DUMMY60          7D 12 00 02 1D E9 A6 E4 D9 7F 00 60 00 04 06 43 00 00 00 00 00 00 80 03                                           2018     652532095     04/29/2018 00:10:13:984     7657      
134       DUMMY60          80 03 00 02 1D EA A6 E4 D9 7F 00 60 00 05 06 43 00 00 00 00 00 00 2D 23                                           2018     652532095     04/29/2018 00:10:13:984     7658      
135       DUMMY60          2D 23 00 02 1D EB A6 E4 D9 7F 00 60 00 07 06 43 00 00 00 00 00 00 B2 1F                                           2018     652532095     04/29/2018 00:10:13:984     7659      
136       DUMMY60          B2 1F 00 02 1D EC A6 E4 D9 7F 00 60 00 08 06 43 00 00 00 00 00 00 3B 07                                           2018     652532095     04/29/2018 00:10:13:984     7660      
137       DUMMY60          3B 07 00 02 1D ED A6 E4 D9 7F 00 60 00 09 06 43 00 00 00 00 00 00 08 93                                           2018     652532095     04/29/2018 00:10:13:984     7661      
138       DUMMY60          08 93 00 02 1D EE A6 E4 D9 7F 00 60 00 0A 06 43 00 00 00 00 00 00 AA E8                                           2018     652532095     04/29/2018 00:10:13:984     7662      
139       DUMMY60          AA E8 00 02 1D EF A6 E4 D9 7F 00 60 00 0B 06 43 00 00 00 00 00 00 63 EC                                           2018     652532095     04/29/2018 00:10:13:984     7663      
140       DUMMY60          63 EC 00 02 1D F0 A6 E4 D9 7F 00 60 00 0C 06 43 00 00 00 00 00 00 02 F7                                           2018     652532095     04/29/2018 00:10:13:984     7664      
141       DUMMY60          02 F7 00 02 1D F1 A6 E4 D9 7F 00 60 00 0D 06 43 00 00 00 00 00 00 04 99                                           2018     652532095     04/29/2018 00:10:13:984     7665      
142       DUMMY60          04 99 00 02 1D F2 A6 E4 D9 7F 00 60 00 0E 06 43 00 00 00 00 00 00 61 C7                                           2018     652532095     04/29/2018 00:10:13:984     7666      
143       DUMMY60          61 C7 00 02 1D F3 A6 E4 D9 7F 00 60 00 0F 06 43 00 00 00 00 00 00 69 D3                                           2018     652532095     04/29/2018 00:10:13:984     7667      
144       DUMMY60          69 D3 00 02 1D F4 A6 E4 D9 7F 00 60 00 10 06 43 00 00 00 00 00 00 67 02                                           2018     652532095     04/29/2018 00:10:13:984     7668      
145       DUMMY60          67 02 00 02 1D F5 A6 E4 D9 7F 00 60 00 11 06 43 00 00 00 00 00 00 C8 30                                           2018     652532095     04/29/2018 00:10:13:984     7669      
146       DUMMY60          C8 30 00 02 1D F6 A6 E4 D9 7F 00 60 00 12 06 43 00 00 00 00 00 00 73 5B                                           2018     652532095     04/29/2018 00:10:13:984     7670      
147       DUMMY60          73 5B 00 02 1D F7 A6 E4 D9 7F 00 60 00 13 06 43 00 00 00 00 00 00 BA AF                                           2018     652532095     04/29/2018 00:10:13:984     7671      
148       DUMMY60          BA AF 00 02 1D F8 A6 E4 D9 7F 00 60 00 14 06 43 00 00 00 00 00 00 6B 59                                           2018     652532095     04/29/2018 00:10:13:984     7672      
